latitude,longitude,altitude_ft,speed_kts,rcs_m2,electronic_signature,flight_profile,classification
56.07080697469548,20.867094532537035,18978.765235282244,340.8656076789843,15.833096510566014,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,UNKNOWN
44.60011800565971,34.54227106801645,35622.63832769989,594.6818375116992,2.756438811096753,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,HOSTILE
54.67504956704316,22.851478880819215,5914.56727716802,1115.6411672228278,12.346478323689958,NO_IFF_RESPONSE,STABLE_CRUISE,SUSPECT
43.92688495820187,13.044469198955268,37778.96006523504,419.1481911438617,31.799267156078862,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
46.187349065053915,7.103420755495035,52646.63771109969,1393.0279067180518,10.397596018265542,NO_IFF_RESPONSE,STABLE_CRUISE,SUSPECT
50.53021275431886,13.527909105117141,33604.76580582207,458.8761237890422,7.598514939634737,IFF_MODE_5,STABLE_CRUISE,FRIEND
48.996999788498314,13.840207720808783,26334.8261968569,668.5421640656859,3.49593282813131,IFF_MODE_5,STABLE_CRUISE,FRIEND
51.77086293849915,9.695110688985643,31584.627394513944,1241.8662444022668,21.069876283472258,IFF_MODE_3C,STABLE_CRUISE,SUSPECT
55.39005101340151,19.136087598847087,54571.01887575045,1431.3799133851692,35.664571261968156,UNKNOWN_EMISSION,STABLE_CRUISE,UNKNOWN
51.38913335606688,8.041072617724737,35420.963735499296,488.4205004688406,87.70815731009586,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
44.380892950930416,9.423176480456814,41923.31443686441,430.5004410149102,96.06413983729782,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
50.56763605781363,13.064779576155207,21802.215153837617,620.8371477883313,25.30598016551822,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,UNKNOWN
51.16673593480067,9.93761851283928,35662.16913375135,952.8207430587845,13.844459205230622,IFF_MODE_5,STABLE_CRUISE,FRIEND
52.97522452830618,14.642887899157433,45242.07793201255,692.9074380120729,4.771221438848817,IFF_MODE_5,STABLE_CRUISE,FRIEND
50.18996460852435,8.220689216593291,39883.51616939403,509.4437724034609,74.230415728631,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
50.63645249462741,8.377846572885069,15997.540148251172,628.4667347469779,3.7416010974934943,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,UNKNOWN
49.32248773950949,14.791900823425006,27737.844086651057,775.3480706111228,1.0290784451663004,IFF_MODE_5,STABLE_CRUISE,FRIEND
53.35602026241299,14.277730304648202,23925.76958178166,1026.975244061736,39.76679315974044,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,SUSPECT
50.365321193832045,13.318543956048375,36012.660322649055,1176.9037397157886,8.542433540262332,IFF_MODE_5,STABLE_CRUISE,FRIEND
49.70264412526968,10.491929448596004,43730.65899290593,570.8917070238099,8.97933392943279,IFF_MODE_5,STABLE_CRUISE,FRIEND
51.07020400793897,14.40084016179638,44325.59562570476,356.32297205845487,30.2816222327778,UNKNOWN_EMISSION,STABLE_CRUISE,SUSPECT
50.83410525146863,28.56267244983932,33833.53280045035,438.7687787418878,73.93162226501457,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
57.627002053171594,21.80602539440403,27955.826840407088,863.4679393281235,1.7339114969772307,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,UNKNOWN
46.60260817168097,7.318780535119151,20219.934269999772,984.9947611810544,26.921528518587657,NO_IFF_RESPONSE,STABLE_CRUISE,ASSUMED FRIEND
51.62272753375116,24.832762350072752,32853.5785843807,495.5977753321503,51.2700009702498,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
47.313820031016235,10.489604060956907,10715.758968613422,556.466573917646,5.434756231630735,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
49.78352534538812,9.587976068156179,15407.705437684766,261.6168419669035,30.63054457955402,UNKNOWN_EMISSION,STABLE_CRUISE,SUSPECT
45.87675616413512,36.96315443281462,59599.86019189919,641.9062868969274,3.8895892683093862,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,HOSTILE
51.98905596357227,11.428605794045293,20858.970894661325,583.4491716087347,32.97467310054327,IFF_MODE_3C,STABLE_CRUISE,NEUTRAL
45.56715708633529,3.206564469944473,35260.19263638646,491.4931967394979,73.80527812487809,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
50.78659557527766,13.777057230378379,45667.085271662945,1130.5437981235127,33.10257244193662,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,UNKNOWN
46.4771864231309,7.566965293962263,17241.51298263173,1075.8027545373443,4.8481535520457335,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,NEUTRAL
45.151207004457355,36.244971777450296,38777.04095267504,1104.270745352294,0.3774506919701386,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,HOSTILE
46.294364637175846,15.085970343574452,31649.486261431797,526.9605871810725,52.4638597323587,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
53.36943867782084,8.842334516300719,37800.41060619183,896.4653678772211,21.529639963074462,UNKNOWN_EMISSION,STABLE_CRUISE,ASSUMED FRIEND
44.2549161188339,35.27534087380542,59371.58130962028,1257.7558544764042,1.0101415403452658,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
46.3995027884777,7.915805755000388,12795.04919638516,773.6623165981848,23.30315038466673,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
48.000619074968476,26.852671761063842,31621.25063337326,411.02609843793255,95.76169490051905,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
51.07799931918021,3.738617214347113,35744.35399348417,505.38343863217625,44.7472524187882,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
46.32225408208582,26.554756805758046,40226.74109178696,503.67622337747235,72.74356137138857,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
49.2987718574473,9.528036525668478,39698.507514946294,1082.2504235577262,4.015317726238279,IFF_MODE_5,STABLE_CRUISE,FRIEND
50.42430064722671,14.481455949054041,15586.893222799132,1453.2537932679015,24.85486481284219,UNKNOWN_EMISSION,STABLE_CRUISE,SUSPECT
48.33408168287035,10.460072722526718,54583.80462818884,211.58861815410924,7.983804615348009,UNKNOWN_EMISSION,STABLE_CRUISE,NEUTRAL
46.01618387932884,6.098804183006157,33335.045240440886,1088.2289109552803,3.9992073903576686,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,UNKNOWN
49.66868336257203,25.692214502587476,39539.006487520586,473.4524689986556,75.18663011442692,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
44.08306166595422,34.39564094220952,54063.42267201345,1202.7890035433484,3.137601466552789,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
52.02870407072088,14.107787001298416,45712.6778151506,809.572691468645,13.117819691717736,IFF_MODE_5,STABLE_CRUISE,FRIEND
45.683763517726845,14.430926080328243,38989.71187957721,535.9600082075228,86.3061064568625,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
48.33314940743139,13.22349683507824,25130.61067810591,700.4358759900472,6.611523783018494,IFF_MODE_5,STABLE_CRUISE,FRIEND
55.971435105955734,21.292642443713735,2371.334755783988,349.23988593562024,34.8992281191001,NO_IFF_RESPONSE,STABLE_CRUISE,UNKNOWN
46.495808788867826,9.45178575871558,45865.70078712268,1025.4042142226294,23.501542777405792,NO_IFF_RESPONSE,STABLE_CRUISE,SUSPECT
54.109528466373746,22.163121616111503,34911.19356247184,851.4902318607731,22.44205216173344,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
51.69238657252308,11.727838613213152,11623.423707960592,295.1869348451565,5.931383811847861,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,SUSPECT
49.377310954380086,9.394284575606008,37740.207334206,440.02529440341266,79.96649450457875,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
52.43662817954299,13.003812356504294,21787.227501881567,305.65062863547973,15.26338453036976,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
47.3613908676572,9.726417905225825,42601.79445247765,1103.7202065340466,13.19657551651849,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
46.38492026716723,6.785637274174847,43390.25671863332,460.57850530325595,8.331589380217096,IFF_MODE_3C,STABLE_CRUISE,ASSUMED FRIEND
46.696953270990676,8.631720313765047,49140.83282629597,871.1865816040781,34.083525691017684,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,SUSPECT
50.76429000665595,11.34827436347154,45587.49488802319,773.8044888194408,38.4352830828453,UNKNOWN_EMISSION,AGGRESSIVE_MANEUVERS,SUSPECT
48.679253645317424,11.50129221603951,19797.53792103115,306.9331065726896,21.433428134816232,UNKNOWN_EMISSION,STABLE_CRUISE,UNKNOWN
46.196381943448166,9.967531040645445,49919.80777393363,246.91740981383768,33.64439606371284,UNKNOWN_EMISSION,STABLE_CRUISE,UNKNOWN
45.147254614107794,6.751547156440245,41649.626712839396,439.44077607599564,31.41005940067962,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
48.288327734276415,10.039152371418783,41928.24367214211,443.7052419311209,54.150649266872236,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
48.36147671751157,14.546931642265008,36465.8694118518,935.5024617828126,19.663915165865546,IFF_MODE_3C,STABLE_CRUISE,UNKNOWN
48.19375819952056,8.221402127676543,44798.98552271137,635.1670306153953,4.604985704415757,IFF_MODE_5,STABLE_CRUISE,FRIEND
44.78154119417114,37.21195144357658,45040.19159825295,837.9660685765969,3.8970501333830274,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
48.69208340554715,10.919972580585009,46533.32338658153,560.622847551138,18.331469387604677,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,SUSPECT
50.573993276910464,13.572569730537397,30525.41679447329,1072.4056368571048,7.8892008804827345,IFF_MODE_5,STABLE_CRUISE,FRIEND
45.80344111916524,16.113200755046954,40491.51860183399,517.9164900596325,84.56860574639909,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
51.20008154989057,8.062548994705965,54711.429432638935,1103.0070404271014,0.2823068747469904,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,SUSPECT
57.046505106239685,24.064000809802415,18577.337677893524,847.5407972353221,20.023108989294855,NO_IFF_RESPONSE,STABLE_CRUISE,UNKNOWN
46.23790092870592,7.06831785317324,42794.487445456485,956.9999804713685,39.92292743212954,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
51.90737548829297,3.635206285271344,36923.13826402242,450.2540396449528,87.51178474487264,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
46.608299912604494,8.615695112458667,31393.35036277214,1379.4614941870072,4.8491044213865555,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
46.86324734322745,38.96406584241494,42511.50039877467,528.2228103217748,1.6787895601937155,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
52.29970167755458,10.76896792247754,44074.12962903625,924.5829697843214,11.081486472811706,IFF_MODE_5,STABLE_CRUISE,FRIEND
49.72599655889389,12.790681583388537,38106.77402220737,295.3029529811339,39.536478373891825,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
46.47426266873663,38.739622964483324,41885.00640791906,1161.5662520740484,2.7980014056310654,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,HOSTILE
46.39796091970497,33.281938067378995,36657.18807385537,1231.720506384832,2.716363194535193,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
44.093030699430365,9.689762781136979,34064.673796713,529.6343843100143,91.68883028709965,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
49.55216292604158,9.499046081591528,27876.106986281484,587.452169049889,7.877912030225471,IFF_MODE_5,STABLE_CRUISE,FRIEND
50.95555072483739,11.052365427697946,31716.488942050368,468.47888631214954,72.64606217300152,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
46.48080922976844,6.357213907409439,49542.067629680016,234.29476449367195,32.362582247637704,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
44.226919919685336,2.5824908210940736,40395.67605609219,462.04410430450037,92.12421858463179,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
52.06975540424173,9.690376652647004,49508.02810777146,791.3371547678272,14.4265890094766,IFF_MODE_5,STABLE_CRUISE,FRIEND
49.4077609342907,11.83568465145606,31880.17800968651,1027.7252348648922,6.62660763355715,IFF_MODE_5,STABLE_CRUISE,FRIEND
50.23518676037429,8.733913478050388,37881.53752555987,221.74804450202384,30.27037110559764,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,NEUTRAL
51.152928733751224,8.290744828957024,29829.83901019004,278.6897154987373,5.805840080095047,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,SUSPECT
52.69666027104394,13.304892528592621,25565.3892738284,431.81522266342546,27.103989742353736,UNKNOWN_EMISSION,STABLE_CRUISE,NEUTRAL
47.42723675827743,6.180428679648887,53014.519389495916,647.016000295298,19.645130500620322,IFF_MODE_3C,STABLE_CRUISE,ASSUMED FRIEND
46.662681125283605,39.340022221840734,39063.64607429021,1221.8496373564033,3.885792967874918,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
44.103094964944376,38.77468973501588,38807.80078671771,883.0622195063308,0.8267805215373311,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
44.22004116856188,28.277465133217927,37873.558012482084,403.1077744695285,58.49644105053349,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
54.21977866110673,22.27621283575919,31327.671214115835,632.945438928692,30.151705038898708,NO_IFF_RESPONSE,STABLE_CRUISE,ASSUMED FRIEND
49.75883036316561,23.37870269650291,33863.87821575533,408.32577898836377,76.36347083612033,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
42.278950424426434,11.998641874936549,39323.3587226269,539.5096931542043,74.38904938736393,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
46.750151792923276,6.430473414361615,48893.602426695965,678.4575476738943,28.929533779682547,UNKNOWN_EMISSION,STABLE_CRUISE,ASSUMED FRIEND
56.86489186206168,18.212541670280668,11337.372354548977,776.8987621309723,6.2847315559009145,NO_IFF_RESPONSE,STABLE_CRUISE,UNKNOWN
43.85405884107239,27.149070475159203,32975.74314920275,500.82479200747946,74.83132715990013,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
49.95737262499913,12.766341806070413,3558.602691244311,1450.4650327853622,3.070127474090398,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,SUSPECT
46.13569468957759,7.899879902447562,27156.977753184074,622.8152512095916,23.1031190363496,UNKNOWN_EMISSION,STABLE_CRUISE,UNKNOWN
51.54913480481602,13.319019270132745,4105.179371121922,1231.2962723292476,23.82095228774412,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,UNKNOWN
48.42461768331185,13.847226196125083,28752.252183421253,1103.9339451048677,1.436666737139204,IFF_MODE_5,STABLE_CRUISE,FRIEND
49.56226504548086,26.01816406235679,35336.93034455665,543.9520470563828,68.01742643079808,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
49.14594399946782,6.77333869950795,36554.907028506,523.5124989806251,61.84372617025154,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
45.704620640398545,10.73975294728318,40739.6594154404,549.12047375974,67.87849222753914,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
52.552473395798316,9.489421397781054,37444.728576296024,669.9180893420231,1.6872207089591809,IFF_MODE_5,STABLE_CRUISE,FRIEND
49.47959445170402,27.14648803727883,34907.71073437448,446.2278421435305,63.32287623947551,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
49.67541669745712,13.215154100231777,20437.54129083133,849.4063142612299,27.483354468054145,NO_IFF_RESPONSE,STABLE_CRUISE,UNKNOWN
45.716784607775026,19.034188301006388,36911.98419151307,409.99052572287013,81.75564408832852,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
51.90535786948984,10.579693651220651,26453.531850528092,847.5559241886644,1.1488509135379776,IFF_MODE_5,STABLE_CRUISE,FRIEND
47.37212918910042,8.658920240492609,22684.18332430927,1342.6523940804418,21.391472701768855,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,SUSPECT
54.58375256243273,20.789559222166787,54438.55814636936,534.996566629959,36.964608458209376,UNKNOWN_EMISSION,STABLE_CRUISE,UNKNOWN
54.08165912392771,23.566593227489832,38674.162085697084,726.8938204779392,9.900987289559973,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,SUSPECT
51.08924071288887,8.037720153888955,42499.32094767969,831.9175497057404,9.819909095363764,IFF_MODE_5,STABLE_CRUISE,FRIEND
42.550410387832684,4.387084078047414,31548.333342029757,475.15823244136914,90.10926876145105,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
47.61913732340419,23.62688071964353,41403.004749257394,486.31141662991183,56.51273168643054,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
55.47767303584379,19.46228163363502,7895.049072767307,1009.3742728761215,12.956843064842621,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,UNKNOWN
48.29915119361619,25.624448257448293,38200.08147757908,409.71616698858026,50.85421150421118,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
47.247145761236716,9.354308967420193,13858.012981582971,896.310157466262,17.977470227247505,UNKNOWN_EMISSION,STABLE_CRUISE,ASSUMED FRIEND
53.51658418797241,13.073411330142397,18278.749271242872,613.1721863573769,12.8886779011428,NO_IFF_RESPONSE,AGGRESSIVE_MANEUVERS,SUSPECT
54.6801809914321,23.156542720084794,8307.129699906185,615.1609465154618,8.73546048471786,IFF_MODE_3C,AGGRESSIVE_MANEUVERS,ASSUMED FRIEND
43.719713166272975,12.156075004683004,31591.128230521503,450.7374948302529,40.53809750283119,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
44.700420547433815,35.99832668065348,45849.28550134869,1098.3103467695048,3.185787397645902,HOSTILE_JAMMING,AGGRESSIVE_MANEUVERS,HOSTILE
50.41888092551594,13.721066455937917,49880.132991245664,819.1885839067295,11.090396083292678,IFF_MODE_5,STABLE_CRUISE,FRIEND
47.35601623581686,28.974300863114063,30612.941637321394,414.331176788248,99.95749449274042,IFF_MODE_3C,STABLE_CRUISE,CIVILIAN
